Country,col,n.x,val,Year.x,n.x.x,WPF_mean,Year.x.x,n.y,polity2_M,democ_M,autoc_M,Year.y,Entity,Region,Region_num,polity_Bin,Series,n.y.y,Value,Year.y.y
ECU,SocialNormUnselfishness_M,2,0.429966028840821,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,SocialNormUnselfishness_M,2,0.429966028840821,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustAcquaintance_M,2,2.3388964260445197,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,6116.22283207445,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustAcquaintance_M,2,2.3388964260445197,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustAcquaintance_M,2,2.3388964260445197,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustFamily_M,2,3.60221695060264,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,6116.22283207445,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustFamily_M,2,3.60221695060264,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustFamily_M,2,3.60221695060264,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustForeigner_M,2,1.836180646195735,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,6116.22283207445,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustForeigner_M,2,1.836180646195735,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustForeigner_M,2,1.836180646195735,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustNeighbor_M,2,2.3429376465633096,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,6116.22283207445,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustNeighbor_M,2,2.3429376465633096,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustNeighbor_M,2,2.3429376465633096,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustPagan_M,2,1.99696279823073,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,6116.22283207445,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustPagan_M,2,1.99696279823073,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustPagan_M,2,1.99696279823073,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustStranger_M,2,1.59362533449917,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,GDP per capita (current US$),9,6116.22283207445,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustStranger_M,2,1.59362533449917,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Government Effectiveness: Estimate,9,-0.3730946646796333,2013_2014_2015_2016_2017_2018_2019_2020_2021
ECU,TrustStranger_M,2,1.59362533449917,2013_2018,9,67.30666666666667,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,5,6,1,2013_2014_2015_2016_2017_2018,Ecuador,"Latin America 
&
 Caribbean",4,Democ,Rule of Law: Estimate,9,-0.6961090001795025,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,ConfGV_M,2,NA,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,ConfGV_M,2,NA,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,ConfGV_M,2,NA,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,ConfTV_M,2,2.6906692707864597,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,ConfTV_M,2,2.6906692707864597,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,ConfTV_M,2,2.6906692707864597,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,FightForCountry_M,2,0.7391553124919674,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,FightForCountry_M,2,0.7391553124919674,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,FightForCountry_M,2,0.7391553124919674,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,GeneralTrust_M,2,0.13951627811046555,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,GeneralTrust_M,2,0.13951627811046555,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,GeneralTrust_M,2,0.13951627811046555,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,IntPoli_M,2,2.59149168811831,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,IntPoli_M,2,2.59149168811831,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,IntPoli_M,2,2.59149168811831,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormObedience_M,2,0.5050920634781555,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormObedience_M,2,0.5050920634781555,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormObedience_M,2,0.5050920634781555,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormRespect_M,2,0.7118191072994184,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormRespect_M,2,0.7118191072994184,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormRespect_M,2,0.7118191072994184,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormUnselfishness_M,2,0.3235994429588675,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormUnselfishness_M,2,0.3235994429588675,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,SocialNormUnselfishness_M,2,0.3235994429588675,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustAcquaintance_M,2,3.44624158784104,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustAcquaintance_M,2,3.44624158784104,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustAcquaintance_M,2,3.44624158784104,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustFamily_M,2,3.956767345152115,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustFamily_M,2,3.956767345152115,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustFamily_M,2,3.956767345152115,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustForeigner_M,2,1.76153195176899,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustForeigner_M,2,1.76153195176899,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustForeigner_M,2,1.76153195176899,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustNeighbor_M,2,3.290745680494305,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustNeighbor_M,2,3.290745680494305,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustNeighbor_M,2,3.290745680494305,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustPagan_M,2,2.34874968004719,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustPagan_M,2,2.34874968004719,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustPagan_M,2,2.34874968004719,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustStranger_M,2,2.0138103332789847,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,GDP per capita (current US$),9,3159.3835807906958,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustStranger_M,2,2.0138103332789847,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Government Effectiveness: Estimate,9,-0.5401777029037476,2013_2014_2015_2016_2017_2018_2019_2020_2021
EGY,TrustStranger_M,2,2.0138103332789847,2013_2018,9,45.87444444444444,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,-4,0,4,2013_2014_2015_2016_2017_2018,Egypt,"Middle East 
&
 North Africa",5,Autoc,Rule of Law: Estimate,9,-0.46453369326061666,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,ConfGV_M,1,3.06917164816396,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,ConfGV_M,1,3.06917164816396,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,1.0331623620457115,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,ConfGV_M,1,3.06917164816396,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,0.949010617203183,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,ConfTV_M,1,2.85021276595745,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,ConfTV_M,1,2.85021276595745,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,1.0331623620457115,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,ConfTV_M,1,2.85021276595745,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,0.949010617203183,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,FightForCountry_M,1,0.324298160696999,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,FightForCountry_M,1,0.324298160696999,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,1.0331623620457115,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,FightForCountry_M,1,0.324298160696999,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,0.949010617203183,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,GeneralTrust_M,1,0.195143104943625,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,GeneralTrust_M,1,0.195143104943625,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,1.0331623620457115,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,GeneralTrust_M,1,0.195143104943625,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,0.949010617203183,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,IntPoli_M,1,2.96795952782462,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,IntPoli_M,1,2.96795952782462,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,1.0331623620457115,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,IntPoli_M,1,2.96795952782462,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,0.949010617203183,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,SocialNormObedience_M,1,0.313708999158957,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,SocialNormObedience_M,1,0.313708999158957,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Government Effectiveness: Estimate,9,1.0331623620457115,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,SocialNormObedience_M,1,0.313708999158957,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,Rule of Law: Estimate,9,0.949010617203183,2013_2014_2015_2016_2017_2018_2019_2020_2021
ESP,SocialNormRespect_M,1,0.740958788898234,2011,9,79.46777777777778,2013_2014_2015_2016_2017_2018_2019_2020_2021,6,10,10,0,2013_2014_2015_2016_2017_2018,Spain,"Europe 
&
 Central Asia",3,Democ,GDP per capita (current US$),9,28500.225779529734,2013_2014_2015_2016_2017_2018_2019_2020_2021
